source_row,nombre_ie,cod_local,cod_modular,nivel,modalidad,distrito,rei,nombre_director,estado
2,SACO OLIVEROS DE ATE,621820,0694067,inicial_jard_n,EBR,ATE,SIN REI,ARANGÜENA GONZALES MARY ISABEL,active
3,SACO OLIVEROS DE ATE,621820,0773903,secundaria,EBR,ATE,SIN REI,ARANGÜENA GONZALES MARY ISABEL,active
4,KINDER'S PARADISE,539302,1243039,inicial_jard_n,EBR,LA MOLINA,SIN REI,CUEVA FLORES LILIA,active
5,MIGUEL ANGEL,549631,0834184,secundaria,EBR,CIENEGUILLA,SIN REI,PINO TORRES MANUEL,active
6,MIGUEL ANGEL,549631,0834705,primaria,EBR,CIENEGUILLA,SIN REI,PINO TORRES MANUEL,active
7,JOHNS HOPKINS COLLEGE,327055,0900928,primaria,EBR,ATE,SIN REI,JIMENEZ HERRERA MANUEL GUILLERMO,active
8,NICOLAI I LOBATCHEVSKI,339459,0903872,inicial_jard_n,EBR,SANTA ANITA,SIN REI,ELGUERA AMANQUI JOSE FILOMENO,active
9,NICOLAI I LOBATCHEVSKI,339459,0903658,primaria,EBR,SANTA ANITA,SIN REI,ELGUERA AMANQUI JOSE FILOMENO,active
10,INTERNACIONAL ELIM - DATA SYSTEM,842987,1503721,t_cnico_productiva,EBR,ATE,SIN REI,ESPIRITU RODRIGUEZ ANAMELBA GLORIA,active
11,RAMIRO PRIALE PRIALE,293729,1045723,inicial_jard_n,EBR,ATE,SIN REI,LOPEZ DE LA CRUZ SANTOS DOMITI,active
12,EDUARDO PALACI,294314,0705491,inicial_jard_n,EBR,ATE,SIN REI,MAYURI VALLEJOS ROCIO KARIN,active
13,AMIGUITO,300824,1066380,inicial_jard_n,EBR,CIENEGUILLA,SIN REI,LEIVA MARTELL RAQUEL MAGDALENA,active
14,ESCUELA ACTIVA,293890,1066786,inicial_jard_n,EBR,ATE,SIN REI,CHAVEZ URTECHO BRUNO JANMANE,active
15,CORAZON DE GUADALUPE,294234,1075019,inicial_jard_n,EBR,ATE,SIN REI,CHUCHON MENDOZA MARCELINA,active
16,LA PAZ,293220,0778381,inicial_jard_n,EBR,ATE,SIN REI,MIRANDA RODRIGUEZ MARIA ANTONIETA,active
17,HOLY TRINITY COLLEGE,314449,1076371,inicial_jard_n,EBR,LURIGANCHO,SIN REI,ASPAJO TAMANI SEGUNDO,active
18,SALESIAN COLLEGE,294050,1066745,inicial_jard_n,EBR,ATE,SIN REI,OBREGON ALBINO ALEJANDRO GUSTAVO,active
19,FOYER SANTA ROSA,314345,0777862,inicial_jard_n,EBR,LURIGANCHO,SIN REI,COLLAZOS VILLACORTA REYDELINDA,active
20,CRISTO SALVADOR,294267,0864330,inicial_jard_n,EBR,ATE,SIN REI,MARTINEZ VARGAS BATSHEVA KARIM,active
21,ANTONIO RAIMONDI,307627,0335562,inicial_cuna_jard_n,EBR,LA MOLINA,SIN REI,SABA CAFFERATA FARUZ JOSELLIN,active
22,LORD BYRON,307793,0692392,inicial_jard_n,EBR,LA MOLINA,SIN REI,URDAY CACERES JANETTE,active
23,SANTA ROSA,314680,0535344,inicial_jard_n,EBR,LURIGANCHO,SIN REI,MORALES RUIZ HAROLD JANSEN,active
24,ATENEO,293300,1076421,inicial_jard_n,EBR,ATE,SIN REI,CHIVILCHES OSORIO EDILBERTO ROGELIO,active
25,CRISTO DE LA PAZ,314473,1039486,inicial_jard_n,EBR,LURIGANCHO,SIN REI,ZEVALLOS MALLMA JUAN CARLOS,active
26,102,313746,0315697,inicial_jard_n,EBR,LURIGANCHO,19,TUTAYA CARDENAS MARIA DOLORES,active
27,162 ANGELITOS DE JESUS,292555,0691766,inicial_jard_n,EBR,ATE,11,MONDRAGON SILVA DORIS GERARDINA,active
28,DANIEL GOLEMAN,292904,1045004,inicial_jard_n,EBR,ATE,SIN REI,MEDRANO ASTUHUAMAN ELSA MELIDA,active
29,DIVINO NIÑO JESUS,294291,1044650,inicial_jard_n,EBR,ATE,SIN REI,CASTILLO PURIZACA MARIA ELENA,active
30,139 SAN MARTIN DE PORRES,300777,0649822,inicial_jard_n,EBR,CIENEGUILLA,1,VILLENA CHAVEZ JANET MARLENI,active
31,REINA DEL MUNDO,308108,0540708,inicial_cuna_jard_n,EBR,LA MOLINA,SIN REI,TARAZONA TRIVEÑO JULIA MARIA,active
32,SAN ALFONSO,294187,1066869,inicial_jard_n,EBR,ATE,SIN REI,CASTILLO GAMARRA ROSSEMERY DEL PILAR,active
33,ROSA DE LIMA,293625,0778357,inicial_jard_n,EBR,ATE,SIN REI,PANTA APONTE DAYANARA CRISTINA,active
34,NUEVA JUVENTUD,293866,1074988,inicial_jard_n,EBR,ATE,SIN REI,CONTRERAS CARRANZA LUIS ALFREDO,active
35,PASCUAL SACO OLIVEROS - LUMBRERAS,293041,1045962,inicial_jard_n,EBR,ATE,SIN REI,OCAS CORNEJO FLOR MIRIAM,active
36,SAGRADO CORAZON DE LA MOLINA,307689,0778548,inicial_jard_n,EBR,LA MOLINA,SIN REI,GAMBINI MONTES FELIX ANTONIO,active
37,135 NIÑO JESUS,291829,0649749,inicial_jard_n,EBR,ATE,3,SOLARI NAPURI LUZ ELENA,active
38,159 WARMA KUYAY,292334,0705079,inicial_jard_n,EBR,ATE,6,DE LA VEGA PORTUGAL IANINA GERALDINE,active
39,193,292616,1039478,inicial_jard_n,EBR,ATE,13,GAMARRA GARCIA ELIZABETH,active
40,200 LOS ANGELITOS DEL SABER,313685,1040955,inicial_jard_n,EBR,LURIGANCHO,16,RODRIGUEZ FLORES MYRIAM LUZ,active
41,178 LAS ESTRELLITAS,313949,0743682,inicial_jard_n,EBR,LURIGANCHO,19,ALVAREZ ORELLANA LUZ ISABEL,active
42,FRANCISCO ANTONIO DE ZELA,292796,1044247,inicial_jard_n,EBR,ATE,SIN REI,HUAIRA RAYMUNDO TEODOSIO,active
43,JULIO RAMON RIBEYRO,294253,1074863,inicial_jard_n,EBR,ATE,SIN REI,JIMENEZ ALEGRIA NORMA,active
44,EDUARDO FORGA,314487,1039528,inicial_jard_n,EBR,LURIGANCHO,SIN REI,QUISPE CCALLA SUSANA MARGOT,active
45,148,298227,0692533,inicial_jard_n,EBR,CHACLACAYO,17,MORALES YAÑEZ MARTHA,active
46,130 OSCAR EDUARDO BRAVO RATTO,307397,0540542,inicial_cuna_jard_n,EBR,LA MOLINA,2,SILVA GARCIA DE VILLAFUERTE KARIN JANET,active
47,105,313628,0315721,inicial_jard_n,EBR,LURIGANCHO,15,AYALA QUEVEDO HUMBERTA,active
48,112 VIRGEN DEL CARMEN,719015,0469619,inicial_jard_n,EBR,LA MOLINA,2,QUISPE CUADROS EMPERATRIZ GREGORIA,active
49,171 VIRGEN DEL CARMEN,291971,0743534,inicial_jard_n,EBR,ATE,12,PFLUCKER ZORRILLA MARLENE,active
50,167,291872,0705111,inicial_jard_n,EBR,ATE,13,RODRIGUEZ FLORES BETTI ESTHER,active
51,191,291626,0778118,inicial_jard_n,EBR,ATE,9,PITTMAN EUSCATIGUE NELIDA FORTUNATA,active
52,164 JEAN PIAGET,291551,0705087,inicial_jard_n,EBR,ATE,11,CRESPO VASQUEZ MIRIAM DEL PILAR,active
53,185 SEÑOR DE LOS MILAGROS,292112,0765057,inicial_jard_n,EBR,ATE,13,HUERTA CAMONES PILAR ANITA,active
54,CORAZON DE DIOS,291909,0779116,inicial_jard_n,EBR,ATE,3,MAURATE SOTO DORIS PILAR,active
55,143 ESTRELLITAS DEL SABER,314294,1040831,inicial_jard_n,EBR,LURIGANCHO,16,TARRAGA ALANYA LUZ MARLENE,active
56,201,314109,1040997,inicial_jard_n,EBR,LURIGANCHO,14,PEÑA PESEROS ROSA ELVIRA,active
57,202 ESTRELLITAS DEL PARAISO,314208,1041037,inicial_jard_n,EBR,LURIGANCHO,14,GALA LLAUCA VIRGINIA MERCEDES,active
58,141,292032,0691741,inicial_jard_n,EBR,ATE,10,SERNA ORTEGA DE ROJAS PAULINA URSULA,active
59,180,291693,0765024,inicial_jard_n,EBR,ATE,10,BUENDIA REATEGUI MARITZA MILAGROS,active
60,206 HUELLITAS DE AMOR,292211,1044635,inicial_jard_n,EBR,ATE,12,ORTEGA LOPEZ DE LOPEZ MARIA MARGARITA,active
61,142 GRUMETE MEDINA,292522,0691758,inicial_jard_n,EBR,ATE,3,MAGUIÑA ORTIZ CECILIA MARIANELA,active
62,183 SANTA ROSITA DE MANYLSA,292051,0765032,inicial_jard_n,EBR,ATE,10,VILLANUEVA GARCIA CARMEN ROSA,active
63,213,292287,1044874,inicial_jard_n,EBR,ATE,12,BULLÓN PAUCAR MIRIAM EUDOSIA,active
64,187,292536,0765073,inicial_jard_n,EBR,ATE,12,CHAMBERGO ROA MARIA MERCEDES,active
65,107 VIRGEN DEL ROSARIO,313906,0494971,inicial_jard_n,EBR,LURIGANCHO,19,CAMPOS FANOLA LIZ MARY,active
66,197 NIÑO JESUS DE PRAGA,313968,1040914,inicial_cuna_jard_n,EBR,LURIGANCHO,14,ARTEAGA CRUZ AMY ANDREA,active
67,137 LOS LAURELES,292145,0634089,inicial_jard_n,EBR,ATE,8,CUADROS VILLENA YVONNE EYDEMA,active
68,208,292659,1044718,inicial_jard_n,EBR,ATE,13,DAVILA MALLMA GINELLA DEL ROCIO,active
69,217 DIOS ES AMOR,314265,1041193,inicial_jard_n,EBR,LURIGANCHO,14,RODRIGUEZ GALAN QUELIDONIA ESCILA,active
70,SANTIAGO APOSTOL,294074,0777755,inicial_jard_n,EBR,ATE,SIN REI,ROMERO SUYO CARLOS,active
71,MI PRIMERA SONRISA,719058,0705186,inicial_jard_n,EBR,SANTA ANITA,SIN REI,HUAYHUALLA MENDOZA VITALINA ELADIA,active
72,MAESTRO DIVINO,294494,1045046,inicial_jard_n,EBR,ATE,SIN REI,MACHUCA ARRIETA ZENOBIA,active
73,SAN ISIDRO PATRON DE JICAMARCA,314661,1075381,inicial_jard_n,EBR,LURIGANCHO,SIN REI,MORALES RISCO JESUS HUMBERTO,active
74,MUNDO MAGICO,294432,1074418,inicial_jard_n,EBR,ATE,SIN REI,RIVERA RICAPA DANILO BALCACER,active
75,INMACULADO CORAZON DE MARIA,308226,1075621,inicial_jard_n,EBR,LA MOLINA,SIN REI,ROMANI MONTEAGUDO DE GARCIA ROSA IMELDA,active
76,SAN ANTONIO DE PADUA DE SANTA MARIA,314331,0700393,inicial_jard_n,EBR,LURIGANCHO,SIN REI,CAMPOS VALDIVIA SILVIA TRINIDAD,active
77,PARAISO INFANTIL,742129,0745398,inicial_jard_n,EBR,ATE,SIN REI,CARDENAS GRAHAM MIRTHA SUSANA,active
78,SAN BENITO DE PALERMO,293036,0777904,inicial_jard_n,EBR,ATE,SIN REI,CARMONA HURTADO JUANA ELIZABETH,active
79,GALENO DE PERGAMO,314703,1074343,inicial_jard_n,EBR,LURIGANCHO,SIN REI,ROJAS POMA ROSARIO ESTELA,active
80,NIDO HAPPY HANDS SALAMANCA,848847,0864710,inicial_jard_n,EBR,ATE,SIN REI,VELASQUEZ RODRIGUEZ MERCEDES,active
81,CLARIDAD,307830,0634725,inicial_jard_n,EBR,LA MOLINA,SIN REI,INGA ZAPATA LIBERTAD SORAYA,active
82,140 VIRGEN DE LA MERCED,307463,0649798,inicial_jard_n,EBR,LA MOLINA,2,JARA ESPINOZA NOEMI DIANA,active
83,099 CAHUIDE,291754,0315671,inicial_jard_n,EBR,ATE,3,HIDALGO HERNANDEZ SONIA,active
84,154 LOS CLAVELES,292485,0691683,inicial_cuna_jard_n,EBR,ATE,6,SANCHEZ PEÑA MONICA ANGELICA,active
85,175 MI CASITA DEL SABER,292249,0743567,inicial_jard_n,EBR,ATE,11,CANDIOTTI HERRERA PATRICIA LILIANA,active
86,ARCO IRIS,294173,1046036,inicial_cuna_jard_n,EBR,ATE,SIN REI,GAYOSO ESTRELLA MELIDA,active
87,SANTA RITA DE CASIA,314369,1039809,inicial_jard_n,EBR,LURIGANCHO,SIN REI,GUTIERREZ GALINDO FANNY,active
88,DIVINA GRACIA,298492,1039635,inicial_jard_n,EBR,CHACLACAYO,SIN REI,CARHUALLANQUI ALIAGA NELLY RUTH,active
89,PULGARCITO,298430,1039999,inicial_jard_n,EBR,CHACLACAYO,SIN REI,NAVARRO MARTI ROSA MARIA,active
90,SAN PEDRO,308306,1188184,inicial_cuna_jard_n,EBR,LA MOLINA,SIN REI,ECHENDIA SARMIENTO JULIAN,active
91,ELLEN PARKURST,307873,1076413,inicial_jard_n,EBR,LA MOLINA,SIN REI,BRAVO CAMARENA VDA. DE LAZARO ISABEL MILAGRITOS,active
92,ALTER CHRISTUS,314656,0777896,inicial_jard_n,EBR,LURIGANCHO,SIN REI,ROMAN CRUZ EUCARIO HECTOR,active
93,MI PRIMERA SONRISA,293324,0864652,inicial_cuna_jard_n,EBR,ATE,SIN REI,CARRASCO PERRIGGO OLINDA MAFALDA,active
94,SANTA ROSALIA,293654,0652339,inicial_jard_n,EBR,ATE,SIN REI,BENAVIDES GALLEGOS PATRICIA,active
95,LOS NIÑOS DE JESUS,293545,0778563,inicial_jard_n,EBR,ATE,SIN REI,QUISPE RAZURI RITA,active
96,ARNOLD GESSEL,294192,1046077,inicial_jard_n,EBR,ATE,SIN REI,FATACCIOLI LUCAR MARGARITA,active
97,CLORINDA MATTO DE TURNER,292744,1065028,inicial_jard_n,EBR,ATE,SIN REI,RIPA CASAFRANCA RONAL,active
98,ELVIRA GARCIA Y GARCIA,293442,1044122,inicial_jard_n,EBR,ATE,SIN REI,JIMENEZ MACAVILCA ALICIA MIRIAN,active
99,JOHN DEWEY,314543,1039601,inicial_jard_n,EBR,LURIGANCHO,SIN REI,TACO BELLIDO SOFIA BASILIA,active
100,LOMAS DE SANTA MARIA,298524,1039833,inicial_jard_n,EBR,CHACLACAYO,SIN REI,QUISPE HILARIO ENEDINA,active
101,JORGE CHAVEZ DARTNELL,294451,1067180,inicial_jard_n,EBR,ATE,SIN REI,RODRIGUEZ NAPANGA SANTIAGO MAU,active
102,JAVIER HERAUD,293480,0777961,inicial_jard_n,EBR,ATE,SIN REI,BARRIOS CONDOR RICHARD MARCK,active
103,EL GRAN MAESTRO,294328,1046317,inicial_jard_n,EBR,ATE,SIN REI,HILDA MASQUEZ BOHORQUEZ,active
104,DORA MAYER,307726,0778332,inicial_jard_n,EBR,LA MOLINA,SIN REI,HERNANDEZ LA TORRE MAYER ESTH,active
105,ALFRED NOBEL,294154,1044775,inicial_jard_n,EBR,ATE,SIN REI,COLQUICHAGUA ARELLANO ABEL,active
106,REINA DE LOS ANGELES,308113,0316497,inicial_jard_n,EBR,LA MOLINA,SIN REI,ORTIZ MERINO MARIA ARACELLY,active
107,SAN ANTONIO,308132,1040179,inicial_jard_n,EBR,LA MOLINA,SIN REI,CACEDA PEDEMONTE ANA BERTHA,active
108,NUESTRA SEÑORA DE LOURDES,314350,0476853,inicial_jard_n,EBR,LURIGANCHO,SIN REI,SCHREIER IBAÑEZ YIRKA,active
109,SANTA FORTUNATA,293828,1075506,inicial_jard_n,EBR,ATE,SIN REI,BLUA RUIZ MARTA VIVIANA,active
110,SAN MARTIN DE PORRES DE SALAMANCA,293098,0603720,inicial_jard_n,EBR,ATE,SIN REI,CASTRO JOKON BERTHA AMPARO,active
111,SEMILLAS DEL FUTURO,293296,1046358,inicial_jard_n,EBR,CHACLACAYO,SIN REI,MUÑOZ ALMONACID DE SALAZAR OFELIA MIRIAM,active
112,MARIA DE LAS MERCEDES,293550,1066703,inicial_jard_n,EBR,ATE,SIN REI,MEDINA MEDINA BERTHA CONSUELO,active
113,EL NAZARENO,292763,1197268,inicial_jard_n,EBR,ATE,SIN REI,MEZA RAMOS MARLEM JACQUELINE,active
114,INCA GARCILASO DE LA VEGA,292824,1197144,inicial_jard_n,EBR,ATE,SIN REI,ESPERANZA BONIFACIO DELIA MARIA,active
115,EL CID,719100,1197789,inicial_jard_n,EBR,LURIGANCHO,SIN REI,GAMBOA MAYMA GLADYS BETTY,active
116,LA MOLINA CHRISTIAN SCHOOLS,742148,1074905,inicial_jard_n,EBR,LA MOLINA,SIN REI,MORETTI JIMENEZ NATALIA VICTORIA,active
117,SAN AGUSTIN DE LA MOLINA,308274,1197383,inicial_jard_n,EBR,LA MOLINA,SIN REI,LEDESMA BENITES LUZ CARMELA,active
118,NIÑO JESUS DE ATE,294559,1197706,inicial_jard_n,EBR,ATE,SIN REI,SURCA CARDENAS DAYNE YUL,active
119,SAGRADOS CORAZONES RECOLETA,307632,1197227,inicial_jard_n,EBR,LA MOLINA,SIN REI,DIAZ VASQUEZ DE VARGAS JUDITH DEL CARMEN,active
120,COLEGIO PERUANO NORTEAMERICANO ABRAHAM LINCOLN,307811,0601526,inicial_jard_n,EBR,LA MOLINA,SIN REI,REQUENA PEREZ LUIS ALBERTO,active
121,SANTA ANGELA,292923,0316737,inicial_jard_n,EBR,ATE,SIN REI,CARRASCO CUETO NOEMI ESTELA,active
122,SAN BOSCO DE LA MOLINA,307934,1187509,inicial_jard_n,EBR,LA MOLINA,SIN REI,VALENCIA LOPEZ DE SILVA TERESA ELCIRA,active
123,SAN LUIS REY DE FRANCIA,293079,1046002,inicial_jard_n,EBR,ATE,SIN REI,PAZ APOLINARIO ROSA MAURA,active
124,JOSE OLAYA,294470,1044767,inicial_jard_n,EBR,ATE,SIN REI,TORRES BLAS ELIAS,active
125,VIRGEN DEL ROSARIO DE YUNGAY,307670,0692400,inicial_jard_n,EBR,LA MOLINA,SIN REI,VASQUEZ MENDEZ ELMIRA,active
126,LA INMACULADA,293507,0777938,inicial_jard_n,EBR,ATE,SIN REI,CRUZ MENDOZA REINE,active
127,VIRGEN DE GUADALUPE,293970,1044338,inicial_jard_n,EBR,ATE,SIN REI,CAMARENA GUILLERMO EDITHN SOFIA JOSE HEBER,active
128,SANTA INES,294045,1046200,inicial_jard_n,EBR,ATE,SIN REI,SANCHEZ MORENO MALDONADO GLADYS EUFEMIA,active
129,SAN JUAN,293630,0777722,inicial_jard_n,EBR,ATE,SIN REI,GUZMAN NAVARRO ROSADIA DOMINGA,active
130,SAN ISIDRO LABRADOR,294111,1066828,inicial_jard_n,EBR,ATE,SIN REI,PAUCAR GABRIEL WILDER HECTOR,active
131,SAN LORENZO,293060,1076066,inicial_jard_n,EBR,ATE,SIN REI,FIGUEROA LEANDRO MANUEL ANTONIO,active
132,UNION,314722,1039924,inicial_jard_n,EBR,LURIGANCHO,SIN REI,ALTEZ ORTIZ ETHEL,active
133,SAN BASILIO,294069,1045921,inicial_jard_n,EBR,ATE,SIN REI,GONZALO ADBIAS BELEN NAUPA,active
134,SANTA MARIA APOSTOL,294031,1074731,inicial_jard_n,EBR,ATE,SIN REI,ROJAS BAUTISTA KATIUSCA FATIMA,active
135,MI UNIVERSO MAGICO,293965,1066349,inicial_jard_n,EBR,ATE,SIN REI,NOA BALDEON FLORIANO,active
136,NUESTRA SEÑORA DE GUADALUPE,292961,0521369,inicial_jard_n,EBR,ATE,SIN REI,ROMERO GRANADOS ANA ISABEL,active
137,JOHANN FRIEDRICH HERBART,292876,1044726,inicial_jard_n,EBR,ATE,SIN REI,CUEVA BENITES MIGUEL EDUARDO,active
138,219 CESAR AUGUSTO MENDOZA FALCON,300720,1074582,inicial_jard_n,EBR,CIENEGUILLA,1,NAJARRO QUISPE CARMEN,active
139,121 VIRGEN DE FATIMA,307439,0540344,inicial_jard_n,EBR,LA MOLINA,2,VALENZUELA GUILLEN JULIA ISABEL,active
140,PEDRO RUIZ GALLO,719077,1045681,inicial_jard_n,EBR,ATE,SIN REI,IZAGUIRRE NORIEGA SUSANA,active
141,SACO OLIVEROS DE CHACLACAYO,298312,0652024,inicial_jard_n,EBR,CHACLACAYO,SIN REI,VALDERRAMA VALLADARES LILIANA GRISSELL,active
142,SANTA CRUZ,308165,1040054,inicial_jard_n,EBR,LA MOLINA,SIN REI,SALVADOR PEREZ DALILA,active
143,204,292664,1044551,inicial_jard_n,EBR,ATE,13,MARTINEZ MARTINEZ LUCIA AURORA,active
144,181 NORA MENDOZA FERRER,314010,0743906,inicial_jard_n,EBR,LURIGANCHO,14,MUÑOZ GOMEZ ANGELICA,active
145,LA ROCA,314576,0652016,inicial_jard_n,EBR,LURIGANCHO,SIN REI,BARRERA ARHUIS MAGALLY ELISA,active
146,SAN CARLOS,314388,0777839,inicial_jard_n,EBR,LURIGANCHO,SIN REI,BENAVIDES MORALES EMMA ISABEL ELDA,active
147,NUESTRA VIRGEN DEL ROSARIO,292999,0778506,inicial_jard_n,EBR,ATE,SIN REI,ZELAYA VILCA ROBERTO,active
148,GIRASOL,308311,1188143,inicial_cuna_jard_n,EBR,LA MOLINA,SIN REI,FRIBURGO REUSCHE LARI MARIA ANTONIETA,active
149,SANTA RITA,314675,0602003,inicial_jard_n,EBR,LURIGANCHO,SIN REI,PALOMINO FIGUEROA YULEYSY XEOMARA,active
150,192 SANTA ROSITA DE LIMA,291650,0778142,inicial_jard_n,EBR,ATE,6,PEJERREY RIVAS YADIRI AMERICA,active
151,189 SAGRADO CORAZON DE JESUS,292447,0778050,inicial_jard_n,EBR,ATE,7,FRETEL VICHARRA ELISABET RUT,active
152,134,291688,0634022,inicial_cuna_jard_n,EBR,ATE,8,DURAND NEYRA DE CARRILLO ROSARIO,active
153,128 SANTA ROSITA,313888,0602151,inicial_jard_n,EBR,LURIGANCHO,16,BASILIO VILLANUEVA DINA LUZ,active
154,NEWTON COLLEGE,308194,0539635,inicial_cuna_jard_n,EBR,LA MOLINA,SIN REI,TORRES MIRO QUESADA CLAUDA MARIA,active
155,MAYOR PIP FELIX ROMAN TELLO ROJAS,307590,0765081,inicial_jard_n,EBR,LA MOLINA,2,MORALES ALVA LUIS MIGUEL,active
156,BEATA IMELDA,314454,0315804,inicial_jard_n,EBR,LURIGANCHO,SIN REI,CONDORI HUISA RINA,active
157,125 LOS AYLLUS,291674,0540609,inicial_jard_n,EBR,ATE,3,QUISPE LIZANA JUANA,active
158,195 ANGELITOS DE JESUS,292169,1039510,inicial_jard_n,EBR,ATE,9,VALENCIA VARGAS ELIZABETH,active
159,169 LA LIBERTAD,300758,0705517,inicial_jard_n,EBR,CIENEGUILLA,1,DE LA CRUZ BARTOLO CARMEN ROSA,active
160,214,291589,1044916,inicial_jard_n,EBR,ATE,10,SEDANO MALLMA GLADYS,active
161,165 MI SEGUNDO HOGAR,313992,0705095,inicial_jard_n,EBR,LURIGANCHO,14,VIDAL USURIAGA OLGA GRACIELA,active
162,160,313973,0705426,inicial_jard_n,EBR,LURIGANCHO,18,AGUIRRE BELLO ELENA VERONICA,active
163,150,298147,0692558,inicial_jard_n,EBR,CHACLACAYO,17,VITOR CERDA LUCIA ISABEL,active
164,144,298213,0602144,inicial_jard_n,EBR,CHACLACAYO,17,COLQUI FERNANDEZ PIERINA LILIANA,active
165,190,292292,0778084,inicial_jard_n,EBR,ATE,11,BERNABLE NAUPA BEATRIZ YOLI,active
166,182,292386,0762112,inicial_jard_n,EBR,ATE,9,CASTAÑEDA NUÑEZ ELIANA SOLEDAD,active
167,205,292635,1044593,inicial_jard_n,EBR,ATE,13,ROQUE CABALLERO PALMIRA MERCEDES,active
168,198 SAN MIGUEL ARCANGEL,291805,1044478,inicial_jard_n,EBR,ATE,12,ATHOS QUINCHO MARIETA ANSELMA,active
169,212 ANDRES AVELINO CACERES,291669,1044833,inicial_jard_n,EBR,ATE,10,DONDERO MOREY ROSA ANGELICA,active
170,157 SAMI WASI,300796,0705392,inicial_jard_n,EBR,CIENEGUILLA,1,ZEGARRA MENESES LUCIA HILDA,active
171,203 VALLE DEL TRIUNFO,314270,1041078,inicial_jard_n,EBR,LURIGANCHO,15,MAGNO ESPINOZA ALICIA BEATRIZ,active
172,220 DIVINO NIÑO JESUS DE HUAMPANI,313666,1075852,inicial_jard_n,EBR,LURIGANCHO,16,AGÜERO RICRA ELSIRA RAQUEL,active
173,161,313954,0705434,inicial_jard_n,EBR,LURIGANCHO,16,PEREZ QUINTO LYDA VICTORIA,active
174,016 LIBERTADOR SIMON BOLIVAR Y PALACIOS,298190,0539841,inicial_jard_n,EBR,CHACLACAYO,17,VILLANUEVA ALVARADO MARTHA,active
175,147 LUIS ENRIQUE VII,313812,0700385,inicial_jard_n,EBR,LURIGANCHO,18,SOTELO MARCELO KATHY EDITH,active
176,110,313874,0555276,inicial_jard_n,EBR,LURIGANCHO,14,LANDEO FLORES CAROLINA MARISOL,active
177,177 LOS PEQUEÑOS LIDERES DE ALTO PERU,313609,0743674,inicial_jard_n,EBR,LURIGANCHO,15,NOLASCO LUPO GIANINA MARIBEL,active
178,153 FORTALEZA,605434,0691733,inicial_cuna_jard_n,EBR,SANTA ANITA,5,VERA TRUJILLO IDELSA ANGELICA,active
179,151,292433,0693408,inicial_cuna_jard_n,EBR,ATE,8,CHIRINOS PEINADO ANA VERONICA,active
180,207 DIVINO NIÑO JESUS,292602,1075894,inicial_jard_n,EBR,ATE,13,MILLAN ZARATE ROCIO JANET,active
181,018 VIRGEN DE FATIMA,313831,0315549,inicial_jard_n,EBR,LURIGANCHO,18,LUQUE GONZALES NANCY JENIS,active
182,132 LOS ANGELES DE MARIA,298185,0602169,inicial_jard_n,EBR,CHACLACAYO,17,RUIZ BEJAR DE FUENTES ROSARIO JUDITH,active
183,SANTA MARIA EUFRASIA,307646,1224195,inicial_jard_n,EBR,LA MOLINA,SIN REI,MERE PAIPAY MIGUEL ALBERTO,active
184,ROSA VICTORIA MARTICORENA,293022,1044296,inicial_jard_n,EBR,ATE,SIN REI,VIDAL ULLOA MARTA JUDITH,active
185,GABRIELA MISTRAL,293833,1044320,inicial_jard_n,EBR,ATE,SIN REI,FLORES JUNES MARIA CONSUELO,active
186,103 NIÑO JESUS DE PRAGA,314307,0315705,inicial_jard_n,EBR,LURIGANCHO,18,BONIFAZ GUTIERREZ FLOR JANET,active
187,LOS NIÑOS DE JESUS DE CERES,292895,1044924,inicial_jard_n,EBR,ATE,SIN REI,DE LA TORRE VASQUEZ VILMA RUTH,active
188,155,300782,0692103,inicial_jard_n,EBR,CIENEGUILLA,1,AIBAR QUISPE KATIA CECILIA,active
189,BELEN,293376,1046119,inicial_jard_n,EBR,ATE,SIN REI,CASTILLO ALBA ROSA MARIA,active
190,DOMINGO SAVIO,293423,1044692,inicial_jard_n,EBR,ATE,SIN REI,LAURA ALFARO MARIA TERESA,active
191,CORAZON DE JESUS,293282,0779173,inicial_jard_n,EBR,ATE,SIN REI,ASMAT ÑIQUE WALTER VALERIO,active
192,HELAMAN,314524,1039569,inicial_jard_n,EBR,LURIGANCHO,SIN REI,LOPEZ ABAD VIOLETA CATALINA,active
193,EL PARAISO,293201,0705210,inicial_jard_n,EBR,ATE,SIN REI,VILCHEZ CORDOVA OLIVIA CONSUELO,active
194,149 PASTORCITOS DE FATIMA,298232,0692541,inicial_jard_n,EBR,CHACLACAYO,17,SANABRIA BOUDRI FANNY MIRIAM,active
195,MIS PRIMERAS TRAVESURAS,293116,1187426,inicial_jard_n,EBR,ATE,SIN REI,ÑATO PINO DE LESCANO MARIA ADA,active
196,CARITAS FELICES,294210,1046150,inicial_cuna_jard_n,EBR,ATE,SIN REI,AGUILAR GALVEZ RAELENE JULISSA,active
197,ESTUDIO Y ENSEÑANZA SANTA ROSA S.C.,293121,0705228,inicial_jard_n,EBR,ATE,SIN REI,ROJAS LAZO ALFREDO,active
198,ALTAIR,307694,1076058,inicial_jard_n,EBR,LA MOLINA,SIN REI,GREGORY DEBRA ANN,active
199,ELVIRA GARCIA Y GARCIA BERT,857342,1075308,inicial_jard_n,EBR,LURIGANCHO,SIN REI,JIMENEZ MACAVILCA ISABEL CARMEN,active
