source_row,nombre_ie,cod_local,cod_modular,nivel,modalidad,distrito,rei,nombre_director,estado
1111,LAS MERCEDES,719949,1506427,primaria,EBR,ATE,SIN REI,LUNA VALENZUELA LUISA MERCEDES,active
1112,LAS MERCEDES,719949,1506435,inicial_jard_n,EBR,ATE,SIN REI,LUNA VALENZUELA LUISA MERCEDES,active
1113,CRISTO MILAGROSO,720028,1506518,primaria,EBR,LURIGANCHO,SIN REI,LAZO DE LA VEGA ZEIDA AMERICA MIRANDA,active
1114,SANTA MARIA GORETTI,720033,1506526,inicial_jard_n,EBR,ATE,SIN REI,MONGE GALVEZ DORIS GLADYS,active
1115,MAHATMA GANDHI,720085,1506567,primaria,EBR,ATE,SIN REI,HUAMAN VILCHEZ ESTHER,active
1116,MAHATMA GANDHI,720085,1506559,inicial_jard_n,EBR,ATE,SIN REI,HUAMAN VILCHEZ ESTHER,active
1117,SANTA MARIA GORETTI,720033,1506575,primaria,EBR,ATE,SIN REI,MONGE GALVEZ DORIS GLADYS,active
1118,LA CATOLICA,720108,1506583,secundaria,EBR,LURIGANCHO,SIN REI,PASTRANA SALVATIERRA MILAGROS,active
1119,STEVE JOBS,720113,1506591,primaria,EBR,SANTA ANITA,SIN REI,PRADO PRADO ANA MARIA,active
1120,STEVE JOBS,720113,1506609,inicial_jard_n,EBR,SANTA ANITA,SIN REI,PRADO PRADO ANA MARIA,active
1121,SOLIDARIDAD,720127,1506617,b_sica_especial_primaria,EBR,LURIGANCHO,SIN REI,PEREZ CARDENAS RENE LUZ,active
1122,LITTLE KIDS,720132,1506625,inicial_jard_n,EBR,LA MOLINA,SIN REI,BARTUREN VIDALON SYLVIA NELLY,active
1123,NUEVO DESPERTAR,720170,1506633,inicial_jard_n,EBR,ATE,SIN REI,AGUILAR ARELLANO SUSY ARLENE,active
1124,NUEVO DESPERTAR,720170,1506641,primaria,EBR,ATE,SIN REI,AGUILAR ARELLANO SUSY ARLENE,active
1125,CRISTO JESUS,720561,1506658,primaria,EBR,ATE,SIN REI,CONTRERAS ZAPATA LUIS ANTONIO,active
1126,145 VIRGEN INMACULADA CONCEPCION,720212,0634873,inicial_jard_n,EBR,LURIGANCHO,18,CHOCÑA VICENTE ZOILA,active
1127,JESUS MISERICORDIOSO,718643,1505379,inicial_jard_n,EBR,ATE,SIN REI,COLLAZOS MUNIVE CARLOS ALEXEI,active
1128,INCA GARCILASO DE LA VEGA DE SALAMANCA,506820,1506690,b_sica_alternativa_avanzado,EBR,ATE,SIN REI,CASTRO CUBA BAZAN PIO CAESAR,active
1129,TRAVESURAS DE AMOR,857530,1506708,inicial_jard_n,EBR,LURIGANCHO,SIN REI,ALIAGA ESCOBEDO JESSICA,active
1130,MANUEL ELIAS BONNEMAISON,292918,1506716,inicial_jard_n,EBR,ATE,SIN REI,MONTERO RUMALDO EDUARDO JAVIER,active
1131,SAN AGUSTIN,719614,1506724,primaria,EBR,LURIGANCHO,SIN REI,LEON GALARZA WILLY HUMBERTO,active
1132,FAR WEST,720858,1041482,inicial_cuna_jard_n,EBR,LA MOLINA,SIN REI,GAVIDIA ARRASCUE DE LEON LILIA ANTONIETA,active
1133,CRECIENDO EN ARMONIA,720245,1506740,inicial_jard_n,EBR,LA MOLINA,SIN REI,PANOCCA MERMA JAVIER,active
1134,KIDS' HAPPY WORLD,720269,1506765,inicial_jard_n,EBR,LA MOLINA,SIN REI,LINARES VELASQUEZ DORIS EVELYN,active
1135,PERUANO DE CIENCIAS,720274,1274695,inicial_jard_n,EBR,LA MOLINA,SIN REI,VEGA YBAÑEZ JULIO ALBERTO,active
1136,SALESIAN INNOVA,860877,1275130,inicial_jard_n,EBR,ATE,SIN REI,ARROYO SUAREZ DE YAPIAS LOURDES VICTORIA,active
1137,SAN ANTONIO DE CARAPONGO,720293,1506773,inicial_jard_n,EBR,LURIGANCHO,SIN REI,MACAVILCA HUAMANYAURI DE MILIAN MARY,active
1138,SANTISIMA VIRGEN MARIA,720325,1274414,primaria,EBR,ATE,SIN REI,CARRION CCOICCA DORIS HILDA,active
1139,PAMER SALAMANCA,720330,1274653,inicial_jard_n,EBR,ATE,SIN REI,DE LA CRUZ GARCIA ANGELA MARIA,active
1140,MARTIR DE LA MEDICINA DANIEL A. CARRION,720349,1275056,inicial_jard_n,EBR,ATE,SIN REI,MAYTA PARRA CAROLINA,active
1141,LAS AMERICAS DE ATE,720373,1276435,inicial_jard_n,EBR,ATE,SIN REI,SARMIENTO GARAY SALES,active
1142,LA SAGRADA FAMILIA,720387,1276757,inicial_jard_n,EBR,ATE,SIN REI,BAZAN DOMINGUEZ HEVER,active
1143,PERUANO AMERICANO,720410,1277276,inicial_jard_n,EBR,LURIGANCHO,SIN REI,QUINTERO LOPEZ ELIANA DEL CARMEN,active
1144,SEÑORA VIRGEN DE FATIMA,720434,1276997,inicial_jard_n,EBR,SANTA ANITA,SIN REI,SALAZAR JIMENEZ KARLA PATRICIA,active
1145,NIÑO DIOS,720448,1274810,inicial_jard_n,EBR,SANTA ANITA,SIN REI,CROSBY ROSAS IVONNE RHONY,active
1146,ANGELITOS DE JESUS,720467,1275650,inicial_jard_n,EBR,LURIGANCHO,SIN REI,BALDEON MENDOZA NICOLAS,active
1147,HUMANITAS,720472,1040534,inicial_jard_n,EBR,LA MOLINA,SIN REI,DODERO CAYETANO SABINA ROSA,active
1148,GOODS SKINNER'S,720486,1506815,primaria,EBR,ATE,SIN REI,LIZARME CHIRINOS BENICIA VICTORIA,active
1149,LA MOZA,720491,1275411,t_cnico_productiva,EBR,LURIGANCHO,SIN REI,PEREZ HUAMAN JOSE LUIS,active
1150,FE Y ALEGRIA 58 MARY WARD,720504,1506823,primaria,EBR,LURIGANCHO,15,QUISPE CCOLLANA GUILLERMINA,active
1151,PARADISE KIDS,720518,1277078,inicial_jard_n,EBR,LA MOLINA,SIN REI,LEIVA GUERRA MIRIAM M.,active
1152,GOTITA DE MIEL,720523,1276955,inicial_jard_n,EBR,ATE,SIN REI,CURIOSO URMENETA MARVIE,active
1153,CUSSI TALASA,298468,1506856,primaria,EBR,CHACLACAYO,SIN REI,CARLOS RODRIGUEZ ESTHER,active
1154,CORAZON DE JESUS DE SANTA CLARA,294936,1506864,secundaria,EBR,ATE,SIN REI,SULCA QUISPE MARIA EUGENIA,active
1155,FRATERNIDAD UNIVERSAL,292800,1275296,b_sica_alternativa_avanzado,EBR,ATE,SIN REI,EVANGELISTA RICCI CESAR PABLO,active
1156,FRATERNIDAD UNIVERSAL,292800,1275338,b_sica_alternativa_inicial_e_intermedio,EBR,ATE,SIN REI,EVANGELISTA RICCI CESAR PABLO,active
1157,LA MOLINA CHRISTIAN SCHOOLS,742148,1275536,secundaria,EBR,LA MOLINA,SIN REI,MORETTI JIMENEZ NATALIA VICTORIA,active
1158,1279,292621,1506872,secundaria,EBR,ATE,12,VIDALON RIVERA MARTIN BLADIMIR,active
1159,HOLY TRINITY COLLEGE,314449,1506898,primaria,EBR,LURIGANCHO,SIN REI,ASPAJO TAMANI SEGUNDO,active
1160,DEUNI,314755,1506906,primaria,EBR,LURIGANCHO,SIN REI,HUAYLINOS ANTEZANO FELIPE EMILIO,active
1161,SAN ANDRES,308556,1254911,inicial_jard_n,EBR,LA MOLINA,SIN REI,DE SILVESTRE CASAS MARTA OFELIA,active
1162,MARYWOOD,298576,1506914,inicial_jard_n,EBR,CHACLACAYO,SIN REI,PISANO CHAVES JHESUS MAXIMINA,active
1163,ANNA JARVIS,293791,1075464,inicial_jard_n,EBR,ATE,SIN REI,DAVILA BALCAZAR BLANCA FLOR,active
1164,ANGELITOS DE JESUS,720467,1275692,primaria,EBR,LURIGANCHO,SIN REI,BALDEON MENDOZA NICOLAS,active
1165,PERUANO AMERICANO,720410,1277318,primaria,EBR,LURIGANCHO,SIN REI,QUINTERO LOPEZ ELIANA DEL CARMEN,active
1166,LA SAGRADA FAMILIA,720387,1276799,primaria,EBR,ATE,SIN REI,BAZAN DOMINGUEZ HEVER,active
1167,LAS AMERICAS DE ATE,720373,1276476,primaria,EBR,ATE,SIN REI,SARMIENTO GARAY SALES,active
1168,MARTIR DE LA MEDICINA DANIEL A. CARRION,720349,1275098,primaria,EBR,ATE,SIN REI,MAYTA PARRA CAROLINA,active
1169,SAN ANTONIO DE CARAPONGO,720293,1506930,primaria,EBR,LURIGANCHO,SIN REI,MACAVILCA HUAMANYAURI DE MILIAN MARY,active
1170,SALESIAN INNOVA,860877,1275171,primaria,EBR,ATE,SIN REI,ARROYO SUAREZ DE YAPIAS LOURDES VICTORIA,active
1171,SALESIAN INNOVA,720288,1275213,secundaria,EBR,ATE,SIN REI,GOMEZ VIVAS ALEJANDRO JOSE,active
1172,PERUANO DE CIENCIAS,720274,1274737,primaria,EBR,LA MOLINA,SIN REI,VEGA YBAÑEZ JULIO ALBERTO,active
1173,PERUANO DE CIENCIAS,720274,1276310,secundaria,EBR,LA MOLINA,SIN REI,VEGA YBAÑEZ JULIO ALBERTO,active
1174,EL ARQUITECTO,292777,1506963,b_sica_alternativa_avanzado,EBR,ATE,SIN REI,ROJAS PAREDES EDITH KARINA,active
1175,FE Y ALEGRIA 41,314519,1275577,inicial_jard_n,EBR,LURIGANCHO,16,FLORES TUPALAYA BEATRIZ GRACIELA,active
1176,SANTISIMA VIRGEN MARIA,720325,1274372,inicial_jard_n,EBR,ATE,SIN REI,CARRION CCOICCA DORIS HILDA,active
1177,MI PENSAMIENTO,720617,1506997,inicial_jard_n,EBR,ATE,SIN REI,LAURA GARCIA ROXANA FLOR DE ROCIO,active
1178,MI PENSAMIENTO,720617,1507003,primaria,EBR,ATE,SIN REI,LAURA GARCIA ROXANA FLOR DE ROCIO,active
1179,CAPULLITOS DE FHILADELFIA,720622,1507011,inicial_jard_n,EBR,ATE,SIN REI,DAVILA MALLMA BIANI DEL PILAR,active
1180,LOS QUERUBINES,720636,1507029,inicial_jard_n,EBR,SANTA ANITA,SIN REI,MONTAÑEZ DE ORTIZ DE ZEVALLOS MARGARITA,active
1181,JESUS DE CIENEGUILLA,720641,1507060,inicial_jard_n,EBR,CIENEGUILLA,SIN REI,LAZARO CABANILLAS FRANK DAVID,active
1182,1277 DIVINO SALVADOR,314289,1507094,secundaria,EBR,LURIGANCHO,15,HERRERA VILLAYZAN DI STEFANO,active
1183,CORAZON DE GUADALUPE,294234,1507102,secundaria,EBR,ATE,SIN REI,CHUCHON MENDOZA MARCELINA,active
1184,CRNL LEONCIO PRADO GUTIERREZ DE SANTA ANITA,339954,1507110,inicial_jard_n,EBR,SANTA ANITA,SIN REI,CANCHARI ORTEGA CRISTINA,active
1185,JOSE MARIA ARGUEDAS,720655,1507136,inicial_jard_n,EBR,ATE,SIN REI,GONZALES ROSAS LOURDES CARMEN,active
1186,JOSE MARIA ARGUEDAS,720655,1507144,primaria,EBR,ATE,SIN REI,GONZALES ROSAS LOURDES CARMEN,active
1187,ALTAIR,307694,1277037,secundaria,EBR,LA MOLINA,SIN REI,GREGORY DEBRA ANN,active
1188,EL CASTILLO ENCANTADO,307905,1041409,inicial_jard_n,EBR,LA MOLINA,SIN REI,GUIZADO CARDENAS MAVEI,active
1189,SAN FRANCISCO DE ASIS,294639,1224831,secundaria,EBR,ATE,SIN REI,ALARCON ALTAMIRANO FREDY HUGO,active
1190,MARIA MONTESSORI,294521,1507177,b_sica_alternativa_inicial_e_intermedio,EBR,ATE,SIN REI,HUAMANLAZO PIZARRO MATILDE MIRIAM,active
1191,MARIA MONTESSORI,294521,1507185,b_sica_alternativa_avanzado,EBR,ATE,SIN REI,HUAMANLAZO PIZARRO MATILDE MIRIAM,active
1192,SAN JOSE,298388,0320507,primaria,EBR,CHACLACAYO,SIN REI,DIAZ DIAZ TERESA,active
1193,1261 GUILLERMO WAGNER,300744,0765248,primaria,EBR,CIENEGUILLA,1,SEGOVIA JUAREZ SOLEDAD CRISTINA,active
1194,ESPERANZA DEL MAÑANA,720306,1275254,inicial_jard_n,EBR,ATE,SIN REI,BLAS ZAMUDIO ANGEL ALFONSO,active
1195,FE Y ALEGRIA 58 MARY WARD,720504,1276674,inicial_jard_n,EBR,LURIGANCHO,15,QUISPE CCOLLANA GUILLERMINA,active
1196,LA UNIVERSIDAD,294564,1507201,t_cnico_productiva,EBR,ATE,SIN REI,AGREDA OTAROLA PEDRO EINER,active
1197,HARVARD,720778,1274455,inicial_jard_n,EBR,ATE,SIN REI,PEREZ GRANADOS SAMUEL JOSUE,active
1198,HARVARD,720778,1274497,primaria,EBR,ATE,SIN REI,PEREZ GRANADOS SAMUEL JOSUE,active
1199,BURBUJITAS,720783,1507227,inicial_jard_n,EBR,CHACLACAYO,SIN REI,RAMIREZ JA PAC FAN MARIA ANGELA,active
1200,1224,313930,1507250,secundaria,EBR,LURIGANCHO,15,BARRIENTOS FERNANDEZ WALTER ALFREDO,active
1201,SANTA LUISA DE MARILLAC,339303,1275379,secundaria,EBR,SANTA ANITA,SIN REI,FARROMEQUE DUEÑAS SOCORRO,active
1202,TECHNOVA,293692,1065424,primaria,EBR,ATE,SIN REI,VILCHEZ ROJAS ELSA LAYL,active
1203,NEW ALBERT EINSTEIN SCHOOL,718855,1275619,secundaria,EBR,CIENEGUILLA,SIN REI,ALANIA ECHEVARRIA FLAVIO AUGUSTO,active
1204,HUMANITAS,720472,1075985,primaria,EBR,LA MOLINA,SIN REI,DODERO CAYETANO SABINA ROSA,active
1205,REYNA DE LAS AMERICAS,720542,1274778,primaria,EBR,ATE,SIN REI,TITO PONGO ESTHER MAGDALENA,active
1206,INTERACTIVA CESAR VALLEJO,720014,1507268,primaria,EBR,ATE,SIN REI,TACURI CASAÑO JUDITH YANINA,active
1207,1288 ALBERT EINSTEIN,720820,1507276,primaria,EBR,ATE,7,RAMOS LEON HUGO MARIO,active
1208,SAN VICENTE DE PAUL,308146,1507292,secundaria,EBR,LA MOLINA,SIN REI,ESQUIVEL ÁLVAREZ PATRICIA CONSUELO,active
1209,1289,720839,1507300,inicial_jard_n,EBR,ATE,12,ARAGON OVALLE EDWIN,active
1210,1289,720839,1507318,primaria,EBR,ATE,12,ARAGON OVALLE EDWIN,active
1211,SOMOS CULTURA ORGANIZADA ACADEMICAMENTE,720863,1507326,inicial_jard_n,EBR,ATE,SIN REI,PASAPERA ARRUE DAVID JHONATAN,active
1212,SOMOS CULTURA ORGANIZADA ACADEMICAMENTE,720863,1507334,primaria,EBR,ATE,SIN REI,PASAPERA ARRUE DAVID JHONATAN,active
1213,SOMOS CULTURA ORGANIZADA ACADEMICAMENTE,720863,1507342,secundaria,EBR,ATE,SIN REI,PASAPERA ARRUE DAVID JHONATAN,active
1214,NIÑITA MARIA,293767,1507375,inicial_cuna,EBR,ATE,3,PALACIOS DIAZ MARIA CECILIA DEL CARMEN,active
1215,KINDERLAND,718285,1505510,inicial_cuna_jard_n,EBR,LURIGANCHO,SIN REI,DE LA COLINA KALINOWSKY GRACIELA AMERICA,active
1216,LEV VIGOTSKY,718313,1505635,primaria,EBR,SANTA ANITA,SIN REI,HUARANGA TOLEDO FILOMENO MIGUEL,active
1217,LOS ANGELITOS DEL PARAISO,718351,1505726,inicial_jard_n,EBR,ATE,SIN REI,HUAMAN JIMENEZ FLORENTINA,active
1218,CRAYOLA,718370,1505742,inicial_jard_n,EBR,CHACLACAYO,SIN REI,MUÑOZ CALDERON SYNTIA NAHARA,active
1219,EULER,718394,1505791,secundaria,EBR,ATE,SIN REI,RUIZ PACHECO ROSA GABRIELA,active
1220,SAN ISIDRO PATRON DE VITARTE,853061,1505809,inicial_jard_n,EBR,ATE,SIN REI,ROJAS NUÑEZ CESAR ALFREDO,active
1221,SAN ISIDRO PATRON DE VITARTE,853061,1505841,primaria,EBR,ATE,SIN REI,ROJAS NUÑEZ CESAR ALFREDO,active
1222,JESUS DE NAZARETH,314779,1505866,t_cnico_productiva,EBR,LURIGANCHO,SIN REI,RAFAEL MELGAR ELIZABETH MARUJA,active
1223,KREATIVIDAD,782752,1505940,inicial_jard_n,EBR,LA MOLINA,SIN REI,OLIVARES SAAVEDRA LOURDES ROSARIO,active
1224,SANTISIMA VIRGEN DE LAS MERCEDES,718469,1505965,inicial_jard_n,EBR,CHACLACAYO,SIN REI,POSSO ÑAÑEZ MARIO,active
1225,SANTISIMA VIRGEN DE LAS MERCEDES,718469,1506070,primaria,EBR,CHACLACAYO,SIN REI,POSSO ÑAÑEZ MARIO RUFINO,active
1226,SANTISIMA VIRGEN DE LAS MERCEDES,718469,1506211,secundaria,EBR,CHACLACAYO,SIN REI,POSSO ÑAÑEZ MARIO RUFINO,active
1227,CAMINEMOS,718474,1506252,inicial_jard_n,EBR,LA MOLINA,SIN REI,VASQUEZ DONAYRE MARLISSE,active
1228,RONDITA DE MI JARDIN,718501,1506443,inicial_jard_n,EBR,ATE,SIN REI,GUTIERREZ MICHUY INIS,active
1229,ANDINO,718515,1506534,primaria,EBR,ATE,SIN REI,SALVADOR FRANCIA VICTOR RICARDO,active
1230,ALMA AMERICA,718558,1506542,inicial_jard_n,EBR,ATE,SIN REI,ALARCON MOREYRA CARLOS ALBERTO,active
1231,JOSE INGENIEROS,718600,1507391,inicial_jard_n,EBR,ATE,SIN REI,ALCOCER ORTEGA ANA MARIA,active
1232,JOSE INGENIEROS,718600,1507409,primaria,EBR,ATE,SIN REI,ALCOCER ORTEGA ANA MARIA,active
1233,ALECRIM,718624,1507417,inicial_cuna_jard_n,EBR,LURIGANCHO,SIN REI,CHAVEZ DE PIEROLA MARIA PILAR,active
1234,AMERICAN WHITMAN,718657,1507433,inicial_jard_n,EBR,ATE,SIN REI,OSORES RODRIGUEZ ANA MARIA,active
1235,AMERICAN WHITMAN,718657,1507441,primaria,EBR,ATE,SIN REI,OSORES RODRIGUEZ ANA MARIA,active
1236,SAN JOSE DE BETANCOURT,718676,1507458,primaria,EBR,ATE,SIN REI,PEÑA HUAJAN URSULA HAYDEE,active
1237,FAP CAMACHO,718841,1507482,inicial_cuna_jard_n,EBR,LA MOLINA,SIN REI,DEL MAS ELEORREAGA LUZ MARIA,active
1238,SANTA TERESA DE LA CRUZ,314859,1507508,primaria,EBR,LURIGANCHO,SIN REI,GIL MERINO BERTHA AURORA,active
1239,TRILCE DE SANTA ANITA,402605,1507516,primaria,EBR,SANTA ANITA,SIN REI,YUPANQUI SARCCO MARIA ANGELICA,active
1240,TRILCE DE SANTA ANITA,402605,1507524,secundaria,EBR,SANTA ANITA,SIN REI,YUPANQUI SARCCO MARIA ANGELICA,active
1241,1270 JUAN EL BAUTISTA,292640,1507532,secundaria,EBR,ATE,12,ROJAS SACRAMENTO GREGORIO,active
1242,ROSA DE LIMA,293625,1507540,primaria,EBR,ATE,SIN REI,PANTA APONTE DAYANARA CRISTINA,active
1243,1283 OKINAWA,292065,1507557,secundaria,EBR,ATE,10,GUERRA CABRERA GLADYS LILIANA,active
1244,SANTA TERESITA,293437,1507565,primaria,EBR,ATE,SIN REI,MONTOYA CANALES CRISTINA MELISSA,active
1245,SAN ROQUE DE MANCOS,719020,1507573,inicial_jard_n,EBR,ATE,SIN REI,LEON MENDEZ OSCAR RAFAEL,active
1246,SAN ROQUE DE MANCOS,719020,1507581,primaria,EBR,ATE,SIN REI,LEON MENDEZ OSCAR RAFAEL,active
1247,JULIO RAMON RIBEYRO,294253,1507599,secundaria,EBR,ATE,SIN REI,JIMENEZ ALEGRIA NORMA,active
1248,SALESIAN INNOVA SCHOOL,854720,1507607,inicial_jard_n,EBR,ATE,SIN REI,FUERTES MEZA LUIS CARMELO,active
1249,SALESIAN INNOVA SCHOOL,854720,1507615,primaria,EBR,ATE,SIN REI,FUERTES MEZA LUIS CARMELO,active
1250,JUAN PABLO II,719384,1507623,inicial_jard_n,EBR,LURIGANCHO,SIN REI,ROMERO PAREDES ANGELA CLEOFE,active
1251,JUAN PABLO II,719384,1507631,primaria,EBR,LURIGANCHO,SIN REI,ROMERO PAREDES ANGELA CLEOFE,active
1252,SANTISIMA TRINIDAD MARIA REINA,719586,1507649,inicial_jard_n,EBR,ATE,SIN REI,AGUIRRE ARBI GUISELLA LISBET,active
1253,SANTISIMA TRINIDAD MARIA REINA,719586,1507656,primaria,EBR,ATE,SIN REI,AGUIRRE ARBI GUISELLA LISBET,active
1254,CIENCIAS APLICADAS ALBERT EINSTEIN,719807,1507664,secundaria,EBR,ATE,SIN REI,AREVALO CARDENAS OMAR FRANKLIN,active
1255,PABLO NERUDA,718445,1507680,inicial_jard_n,EBR,SANTA ANITA,SIN REI,DAVILA VASQUEZ CESAR,active
1256,MI CASITA FELIZ,721037,1507698,inicial_cuna_jard_n,EBR,LURIGANCHO,SIN REI,RAMIREZ PADILLA CARMEN ORFELINDA,active
1257,EVILA GONZALES,719831,1506302,primaria,EBR,SANTA ANITA,SIN REI,CAMARENA CRUZ CARLOS ORLANDO,active
1258,LA MOLINA,574282,1506096,t_cnico_productiva,EBR,LA MOLINA,SIN REI,LAGUNA ARCE MILAGRITOS VERONICA,active
1259,MARAVILLOSAS GOTITAS DEL SABER,719968,1506104,inicial_jard_n,EBR,ATE,SIN REI,TERRONES SOTO JUANA RICARDINA,active
1260,VIRGEN DEL ROSARIO DE SALAMANCA DE MONTERRICO,294804,1506948,secundaria,EBR,ATE,SIN REI,CHICCHON HORNA DE RONDON ELSA CLEOFE,active
1261,RICARDO PALMA SORIANO,719893,1250455,inicial_jard_n,EBR,SANTA ANITA,SIN REI,VILCAPOMA ROSAS DE FABIAN YOVANNA ROSSY,active
1262,RICARDO PALMA SORIANO,719893,1250497,primaria,EBR,SANTA ANITA,SIN REI,VILCAPOMA ROSAS DE FABIAN YOVANNA ROSSY,active
1263,MARIA RAFOLS,294540,1507037,secundaria,EBR,ATE,SIN REI,PACHECO PALOMINO AMPARO,active
1264,UNIMASTER,719987,1507151,inicial_jard_n,EBR,ATE,SIN REI,CASTRO GARCIA ISAIAS EFRAIN,active
1265,UNIMASTER,719987,1507193,primaria,EBR,ATE,SIN REI,CASTRO GARCIA ISAIAS EFRAIN,active
1266,UNIMASTER,719987,1507219,secundaria,EBR,ATE,SIN REI,CASTRO GARCIA ISAIAS EFRAIN,active
1267,SONRISITAS,858619,1507235,inicial_jard_n,EBR,CHACLACAYO,SIN REI,SERRA SANTAGADEA ANA GABRIELA LILA,active
1268,PATRONA VIRGEN MARIA AUXILIADORA,720047,1506831,inicial_jard_n,EBR,ATE,SIN REI,PEÑALOZA BUSTAMANTE MARIA ELISA,active
1269,EMANUEL,314821,1506849,secundaria,EBR,LURIGANCHO,SIN REI,VILLENA SANCHEZ PATRICIA SOLEDAD,active
1270,JUAN PABLO,720052,1506955,inicial_jard_n,EBR,LURIGANCHO,SIN REI,SANCHEZ ROJAS EDITH,active
1271,JUAN PABLO,720052,1507045,primaria,EBR,LURIGANCHO,SIN REI,SANCHEZ ROJAS EDITH,active
1272,SACO OLIVEROS APEIRON,720066,1507243,inicial_jard_n,EBR,ATE,SIN REI,CENTENO LUDEÑA CONSUELO,active
1273,SACO OLIVEROS APEIRON,720066,1507359,primaria,EBR,ATE,SIN REI,CENTENO LUDEÑA CONSUELO,active
1274,SACO OLIVEROS APEIRON,720066,1507706,secundaria,EBR,ATE,SIN REI,CENTENO LUDEÑA CONSUELO,active
1275,MI PEQUEÑO UNIVERSO,720071,1507052,inicial_jard_n,EBR,LA MOLINA,SIN REI,FERNANDEZ PEREZ PATROCINIA LASTENIA,active
1276,EL MILAGRO DE JESUS,720090,1507714,inicial_jard_n,EBR,LURIGANCHO,SIN REI,IDONE ASTUVILCA PILAR MAGALI,active
1277,MIGUEL ANGEL ASTURIAS,850246,1507748,inicial_jard_n,EBR,ATE,SIN REI,CERNA LUNA OSCAR CARLOS,active
1278,MIGUEL ANGEL ASTURIAS,720599,1507755,primaria,EBR,ATE,SIN REI,CERNA LUNA OSCAR CARLOS,active
1279,BLAISE PASCAL,720679,1507763,inicial_jard_n,EBR,CIENEGUILLA,SIN REI,HIDALGO BALBUENA MARIA ESTHER,active
1280,BLAISE PASCAL,720679,1507771,primaria,EBR,CIENEGUILLA,SIN REI,HIDALGO BALBUENA MARIA ESTHER,active
1281,BLAISE PASCAL,720679,1507789,secundaria,EBR,CIENEGUILLA,SIN REI,HIDALGO BALBUENA MARIA ESTHER,active
1282,SELECCION A,849738,1507797,inicial_jard_n,EBR,LURIGANCHO,SIN REI,CLEMENTE RAMIREZ ROSA,active
1283,SELECCION A,849738,1507805,primaria,EBR,LURIGANCHO,SIN REI,CLEMENTE RAMIREZ ROSA,active
1284,JOSE MARIA ARGUEDAS ALTAMIRANO,544822,1507813,inicial_jard_n,EBR,ATE,SIN REI,CRUZ PAREDES MARIA JESUS,active
1285,JOSE MARIA ARGUEDAS ALTAMIRANO,544822,1507821,primaria,EBR,ATE,SIN REI,CRUZ PAREDES MARIA JESUS,active
1286,MAHATMA GANDHI,720085,1507839,secundaria,EBR,ATE,SIN REI,HUAMAN VILCHEZ ESTHER ANGELICA,active
1287,CULTURA NASCA,338983,1507870,secundaria,EBR,SANTA ANITA,SIN REI,QUISPE HUAMAN ANTONIA,active
1288,NEW FRIENDS,720896,1507896,inicial_jard_n,EBR,SANTA ANITA,SIN REI,RENGIFO RUIZ KELIN,active
1289,VIRGEN DE LA CANDELARIA,720900,1507904,inicial_jard_n,EBR,ATE,SIN REI,OSCATEGUI TALLA MIRIAN MARLENE,active
1290,VIRGEN DE LA CANDELARIA,720900,1507912,primaria,EBR,ATE,SIN REI,OSCATEGUI TALLA MIRIAN MARLENE,active
1291,LOS ALCANFORES,720919,1507920,inicial_jard_n,EBR,ATE,SIN REI,PAZ HERRERA ROSA AIDA,active
1292,VALLE ENCANTADO,720938,1507953,inicial_cuna_jard_n,EBR,LA MOLINA,SIN REI,SALAZAR LA ROSA SELENE MAYKA,active
1293,HAPPY FRIENDS,720943,1507961,inicial_jard_n,EBR,ATE,SIN REI,IBARRA CARDENAS MARIA SELENA,active
1294,MI ARBOLITO,720957,1507979,inicial_jard_n,EBR,ATE,SIN REI,DIAZ BIANCHI LUZ EMPERATRIZ,active
1295,REYNA DE LAS AMERICAS,720542,1507987,inicial_jard_n,EBR,ATE,SIN REI,TITO PONGO ESTHER MAGDALENA,active
1296,PLAY DO,720962,1507995,inicial_jard_n,EBR,LA MOLINA,SIN REI,CARDENAS ROJAS ROCIO,active
1297,BRIGHT BEGINNINGS,720976,1508001,inicial_cuna_jard_n,EBR,LA MOLINA,SIN REI,HUAYNATE ALVA MARIA CRISTINA,active
1298,TRILCE DE SALAMANCA,810571,1508019,secundaria,EBR,ATE,SIN REI,MARTEL PINTADO PATRICIA DEL PILAR,active
1299,LOS RAYITOS DE SOL RESPLANDECIENTES DE LOS GIRASOL,720995,1508027,inicial_jard_n,EBR,CHACLACAYO,SIN REI,NIETO OCAMPO CARMEN AURORA,active
1300,SAN AGUSTIN DE HIPONA,721018,1508035,inicial_jard_n,EBR,LURIGANCHO,SIN REI,SULCA URBANO ROSALIA,active
1301,SAN AGUSTIN DE HIPONA,721018,1508043,primaria,EBR,LURIGANCHO,SIN REI,SULCA URBANO ROSALIA,active
1302,MI CASITA MONTESSORI KIDS,829405,1508050,inicial_jard_n,EBR,LA MOLINA,SIN REI,VILCHEZ SEDANO YAJAIDA NAHIDU,active
1303,LITTLE SCHOOL KINDER - LA MOLINA,721042,1508068,inicial_cuna_jard_n,EBR,LA MOLINA,SIN REI,ASMAT ÑIQUE WALTER VALERIO,active
1304,MARTIR DE LA MEDICINA DANIEL A. CARRION,720349,1508076,secundaria,EBR,ATE,SIN REI,MAYTA PARRA CAROLINA,active
1305,EL EDEN,721056,1508092,inicial_jard_n,EBR,ATE,SIN REI,FLORES LAGOS SARA ANITA,active
